logged_at,season,jornada,partido,fecha,home,away,mercado,ambito,linea,prob,seleccion
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Total,24.5,0.5117,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Total,26.5,0.3663,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Local,9.5,0.827,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Local,11.5,0.6741,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Local,13.5,0.5021,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Visitante,9.5,0.619,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Visitante,11.5,0.4247,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,shots,Visitante,13.5,0.2627,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,sot,Total,6.5,0.7622,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,sot,Total,7.5,0.64,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,sot,Total,8.5,0.5068,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,sot,Total,9.5,0.3788,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,booking_pts,Total,30.5,0.6553,OVER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,booking_pts,Total,40.5,0.4956,UNDER
2026-07-23T12:23:58,2025-2026,38,villarreal vs ath madrid,2026-05-24,villarreal,ath madrid,booking_pts,Total,50.5,0.35,UNDER
